CodeL1,PCode,PlanName,Account1,Rate,UseYN
4201020106.101,P12,รายได้อื่น,รายได้แผ่นดิน-เงินชดใช้จากการผิดสัญญาการศึกษาและดูงาน,1.0,Yes
4201020199.101,P12,รายได้อื่น,รายได้แผ่นดิน-ค่าปรับอื่น,1.0,Yes
4202010199.101,P12,รายได้อื่น,รายได้ค่าธรรมเนียมการบริการอื่น,1.0,Yes
4202020102.101,P12,รายได้อื่น,รายได้ค่าเช่าอสังหาริมทรัพย์จากบุคคลภายนอก,1.0,Yes
4202030105.101,P12,รายได้อื่น,รายได้แผ่นดิน-ค่าขายของเบ็ดเตล็ด,1.0,Yes
4203010101.101,P12,รายได้อื่น,รายได้ดอกเบี้ยเงินฝากที่สถาบันการเงิน,1.0,Yes
4205010104.101,P12,รายได้อื่น,รายรับจากการขายอาคารและสิ่งปลูกสร้าง,1.0,Yes
4205010110.101,P12,รายได้อื่น,รายรับจากการขายครุภัณฑ์,1.0,Yes
4206010102.101,P12,รายได้อื่น,รายได้เงินเหลือจ่ายปีเก่า/รายที่ไม่ใช่ภาษีอื่น,1.0,Yes
4206010199.101,P12,รายได้อื่น,บัญชีรายได้ที่ไม่ใช่ภาษีอื่น,1.0,Yes
4207010102.102,P12,รายได้อื่น,รายได้แผ่นดิน-ค่าปรับอื่นจ่ายคืน,1.0,Yes
4301010102.101,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้จากการจำหน่ายยาสมุนไพร -บุคคลภายนอก,1.0,Yes
4301010102.102,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้จากการจำหน่ายสินค้าอื่น ๆ -บุคคลภายนอก,1.0,Yes
4301010102.103,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้จากการจำหน่ายยาสมุนไพร -หน่วยงานภาครัฐ,1.0,Yes
4301010102.104,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้จากการจำหน่ายสินค้าอื่น ๆ -หน่วยงานภาครัฐ,1.0,Yes
4301020102.101,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่าสิ่งส่งตรวจ - บุคคลภายนอก,1.0,Yes
4301020102.102,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่าตรวจสุขภาพ - บุคคลภายนอก,1.0,Yes
4301020102.103,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่าสิ่งส่งตรวจ - หน่วยงานภาครัฐ,1.0,Yes
4301020102.104,P07,รายได้ค่ารักษาเบิกจ่ายตรงกรมบัญชีกลาง,รายได้ค่าตรวจสุขภาพ-หน่วยงานภาครัฐ,1.0,Yes
4301020102.105,P05,รายได้จาก  EMS,รายได้จากระบบปฏิบัติการฉุกเฉิน (EMS),1.0,Yes
4301020102.106,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้สนับสนุนยาและอื่น ๆ,1.0,Yes
4301020104.104,P06,รายได้ค่ารักษาเบิกต้นสังกัด,รายได้ค่ารักษาเบิกต้นสังกัด OP,1.0,Yes
4301020104.105,P06,รายได้ค่ารักษาเบิกต้นสังกัด,รายได้ค่ารักษาเบิกต้นสังกัด IP,1.0,Yes
4301020104.106,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่ารักษาชำระเงิน OP,1.0,Yes
4301020104.107,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่ารักษาชำระเงิน IP,1.0,Yes
4301020104.108,P06,รายได้ค่ารักษาเบิกต้นสังกัด,รายได้ค่ารักษาเบิกจ่ายตรง-หน่วยงานอื่น - OP,1.0,Yes
4301020104.109,P06,รายได้ค่ารักษาเบิกต้นสังกัด,รายได้ค่ารักษาเบิกจ่ายตรงหน่วยงานอื่น-IP,1.0,Yes
4301020104.110,P06,รายได้ค่ารักษาเบิกต้นสังกัด,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตาม DRG -เบิกจ่ายตรง หน่วยงานอื่น,1.0,Yes
4301020104.111,P06,รายได้ค่ารักษาเบิกต้นสังกัด,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตาม DRG -เบิกจ่ายตรง หน่วยงานอื่น,1.0,Yes
4301020104.401,P07,รายได้ค่ารักษาเบิกจ่ายตรงกรมบัญชีกลาง,รายได้ค่ารักษาเบิกจ่ายตรงกรมบัญชีกลาง OP,1.0,Yes
4301020104.402,P07,รายได้ค่ารักษาเบิกจ่ายตรงกรมบัญชีกลาง,รายได้ค่ารักษาเบิกจ่ายตรงกรมบัญชีกลาง IP,1.0,Yes
4301020104.405,P07,รายได้ค่ารักษาเบิกจ่ายตรงกรมบัญชีกลาง,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตาม DRG -เบิกจ่ายตรงกรมบัญชีกลาง,1.0,Yes
4301020104.406,P07,รายได้ค่ารักษาเบิกจ่ายตรงกรมบัญชีกลาง,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตาม DRG -เบิกจ่ายตรงกรมบัญชีกลาง,1.0,Yes
4301020104.602,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่ารักษา พรบ.รถ OP,1.0,Yes
4301020104.603,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่ารักษา พรบ.รถ IP,1.0,Yes
4301020104.801,P61,รายได้ค่ารักษา อปท.,รายได้ค่ารักษาเบิกจ่ายตรง- อปท. OP,1.0,Yes
4301020104.802,P61,รายได้ค่ารักษา อปท.,รายได้ค่ารักษาเบิกจ่ายตรง-อปท. IP,1.0,Yes
4301020104.803,P61,รายได้ค่ารักษา อปท.,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตาม DRG -เบิกจ่ายตรง - อปท.,1.0,Yes
4301020104.804,P61,รายได้ค่ารักษา อปท.,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตาม DRG -เบิกจ่ายตรง - อปท.,1.0,Yes
4301020104.805,P61,รายได้ค่ารักษา อปท.,รายได้ค่ารักษาเบิกจ่ายตรง - อปท.รูปแบบพิเศษ OP,1.0,Yes
4301020104.806,P61,รายได้ค่ารักษา อปท.,รายได้ค่ารักษาเบิกจ่ายตรง- อปท.รูปแบบพิเศษ IP,1.0,Yes
4301020104.807,P61,รายได้ค่ารักษา อปท.,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตาม DRG -เบิกจ่ายตรง (พนักงานส่วนท้องถิ่นรูปแบบพิเศษ),1.0,Yes
4301020104.808,P61,รายได้ค่ารักษา อปท.,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตาม DRG -เบิกจ่ายตรง (พนักงานส่วนท้องถิ่นรูปแบบพิเศษ),1.0,Yes
4301020105.201,P04,รายได้ UC,รายได้ค่ารักษา UC -OP  ใน CUP,1.0,Yes
4301020105.202,P04,รายได้ UC,รายได้ค่ารักษา UC-IP,1.0,Yes
4301020105.203,P04,รายได้ UC,รายได้ค่ารักษา UC - OP นอก CUP ในจังหวัด,1.0,Yes
4301020105.205,P04,รายได้ UC,รายได้ค่ารักษา UC-OP  นอก CUP ต่างจังหวัด,1.0,Yes
4301020105.207,P04,รายได้ UC,รายได้ค่ารักษา UC-OP นอกสังกัด สป.,1.0,Yes
4301020105.211,P13,รายได้งบลงทุน,รายได้กองทุน UC (งบลงทุน),1.0,Yes
4301020105.214,P04,รายได้ UC,รายได้กองทุน UC - OP แบบเหมาจ่ายต่อผู้มีสิทธิ,1.0,Yes
4301020105.215,P04,รายได้ UC,รายได้กองทุน UC-OP ตามเกณฑ์คุณภาพผลงานบริการ,1.0,No
4301020105.217,P04,รายได้ UC,รายได้กองทุน UC - P&P แบบเหมาจ่ายต่อผู้มีสิทธิ,1.0,Yes
4301020105.222,P04,รายได้ UC,รายได้กองทุน UC เฉพาะโรคอื่น,1.0,Yes
4301020105.223,P04,รายได้ UC,รายได้กองทุน UC-P&P อื่น,1.0,Yes
4301020105.228,P04,รายได้ UC,รายได้กองทุน UC อื่น,1.0,Yes
4301020105.229,P04,รายได้ UC,ส่วนต่างค่ารักษาที่สูงกว่าเหมาจ่ายรายหัว - กองทุน UC OP,1.0,Yes
4301020105.231,P04,รายได้ UC,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตาม DRG-กองทุน UC -IP,1.0,Yes
4301020105.232,P04,รายได้ UC,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตาม DRG-กองทุน UC -IP,1.0,Yes
4301020105.239,P04,รายได้ UC,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการตามจ่าย UC OP,1.0,Yes
4301020105.240,P04,รายได้ UC,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการตามจ่าย UC OP,1.0,Yes
4301020105.241,P04,รายได้ UC,รายได้ค่ารักษาด้านการสร้างเสริมสุขภาพและป้องกันโรค (P&P),1.0,Yes
4301020105.242,P04,รายได้ UC,รายได้กองทุน UC-บริการพื้นที่เฉพาะ,1.0,Yes
4301020105.243,P04,รายได้ UC,รายได้กองทุน UC (CF),1.0,Yes
4301020105.244,P04,รายได้ UC,รายได้ค่ารักษา UC- OP บริการกรณีเฉพาะ (CR),1.0,Yes
4301020105.245,P04,รายได้ UC,รายได้ค่ารักษา UC - IP  บริการกรณีเฉพาะ (CR),1.0,Yes
4301020105.251,P04,รายได้ UC,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตามDRG กองทุน UC           (บริการเฉพาะ) CR- IP,1.0,Yes
4301020105.252,P04,รายได้ UC,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตาม DRG กองทุน UC   (บริการเฉพาะ) CR- IP,1.0,Yes
4301020105.255,P04,รายได้ UC,รายได้กองทุน UC-P&P ตามเกณฑ์คุณภาพผลงานบริการ,1.0,Yes
4301020105.256,P04,รายได้ UC,รายได้จากการยกหนี้กรณีส่งต่อผู้ป่วยระหว่างรพ.,1.0,Yes
4301020105.257,P04,รายได้ UC,ส่วนต่างค่ารักษาที่สูงกว่าเหมาจ่ายรายหัว - กองทุน UC P&P,1.0,Yes
4301020105.258,P04,รายได้ UC,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงตามหลักเกณฑ์การจ่ายกองทุนUC-บริการเฉพาะ (CR) - OP,1.0,Yes
4301020105.260,P04,รายได้ UC,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงตามหลักเกณฑ์การจ่ายกองทุนUC-บริการเฉพาะ (CR) -OP,1.0,Yes
4301020105.263,P04,รายได้ UC,รายได้ค่ารักษา OP Refer,1.0,Yes
4301020105.264,P04,รายได้ UC,ส่วนปรับลดค่าแรง OP,1.0,Yes
4301020105.265,P04,รายได้ UC,ส่วนปรับลดค่าแรง IP,1.0,Yes
4301020105.266,P04,รายได้ UC,ส่วนปรับลดค่าแรง PP,1.0,Yes
4301020105.267,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่าบริการสาธารณสุขสำหรับโรคติดเชื้อไวรัสโคโรนา - OP จาก สปสช.,1.0,No
4301020105.268,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่าบริการสาธารณสุขสำหรับโรคติดเชื้อไวรัสโคโรนา - IP จาก สปสช.,1.0,No
4301020105.269,P10,รายได้ค่ารักษาและบริการอื่น ๆ,ส่วนต่างค่ารักษาที่ สูงกว่า ข้อตกลงในการจ่ายตาม DRG-COVID-19-IP จาก สปสช.,1.0,No
4301020105.270,P10,รายได้ค่ารักษาและบริการอื่น ๆ,ส่วนต่างค่ารักษาที่ ต่ำกว่า ข้อตกลงในการจ่ายตาม DRG-COVID-19-IP จาก สปสช.,1.0,No
4301020105.271,P04,รายได้ UC,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการตามจ่าย UC OP (หน่วยบริการที่ตามจ่าย),1.0,Yes
4301020106.303,P08,รายได้ประกันสังคม,รายได้กองทุนประกันสังคม,1.0,Yes
4301020106.305,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม OP-เครือข่าย,1.0,Yes
4301020106.306,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม IP-เครือข่าย,1.0,Yes
4301020106.307,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม OP-นอกเครือข่าย,1.0,Yes
4301020106.308,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม IP-นอกเครือข่าย,1.0,Yes
4301020106.309,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม OP-นอกเครือข่าย ต่างสังกัด สป.สธ.,1.0,Yes
4301020106.310,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม IP-นอกเครือข่าย ต่างสังกัด สป.สธ.,1.0,Yes
4301020106.311,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม-กองทุนทดแทน,1.0,Yes
4301020106.312,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม 72 ชั่วโมงแรก,1.0,Yes
4301020106.313,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม-ค่าใช้จ่ายสูง/อุบัติเหตุ/ฉุกเฉิน OP,1.0,Yes
4301020106.314,P08,รายได้ประกันสังคม,รายได้ค่ารักษาประกันสังคม-ค่าใช้จ่ายสูง IP,1.0,Yes
4301020106.315,P08,รายได้ประกันสังคม,ส่วนต่างค่ารักษาที่สูงกว่าเหมาจ่ายรายหัว - กองทุนประกันสังคม - OP,1.0,Yes
4301020106.317,P08,รายได้ประกันสังคม,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงตามหลักเกณฑ์การจ่าย - กองทุนประกันสังคม - IP,1.0,Yes
4301020106.319,P08,รายได้ประกันสังคม,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตาม กองทุนประกันสังคม,1.0,Yes
4301020106.320,P08,รายได้ประกันสังคม,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตาม กองทุนประกันสังคม,1.0,Yes
4301020106.321,P08,รายได้ประกันสังคม,รายได้ค่าบริหารจัดการประกันสังคม,1.0,Yes
4301020106.322,P08,รายได้ประกันสังคม,รายได้ค่าตอบแทนและพัฒนากิจการ,1.0,Yes
4301020106.502,P09,รายได้แรงงานต่างด้าว,รายได้กองทุนแรงงานต่างด้าว,1.0,Yes
4301020106.503,P09,รายได้แรงงานต่างด้าว,รายได้ค่ารักษาแรงงานต่างด้าว OP,1.0,Yes
4301020106.504,P09,รายได้แรงงานต่างด้าว,รายได้ค่ารักษาแรงงานต่างด้าว IP,1.0,Yes
4301020106.505,P09,รายได้แรงงานต่างด้าว,ส่วนต่างค่ารักษาที่สูงกว่ากองทุนเหมาจ่ายรายหัว - กองทุนแรงงานต่างด้าว - OP,1.0,Yes
4301020106.507,P09,รายได้แรงงานต่างด้าว,ส่วนต่างค่ารักษาที่สูงกว่ากองทุนเหมาจ่ายรายหัว - กองทุนแรงงานต่างด้าว - IP,1.0,Yes
4301020106.509,P09,รายได้แรงงานต่างด้าว,รายได้ค่ารักษาแรงงานต่างด้าว - เบิกจากส่วนกลาง OP,1.0,Yes
4301020106.510,P09,รายได้แรงงานต่างด้าว,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตาม DRG -แรงงานต่างด้าว - IP,1.0,Yes
4301020106.511,P09,รายได้แรงงานต่างด้าว,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตาม DRG - แรงงานต่างด้าว - IP,1.0,Yes
4301020106.512,P09,รายได้แรงงานต่างด้าว,รายได้ค่ารักษาแรงงานต่างด้าว OP  นอก CUP,1.0,Yes
4301020106.513,P09,รายได้แรงงานต่างด้าว,รายได้ค่ารักษาแรงงานต่างด้าว IP นอก CUP,1.0,Yes
4301020106.514,P09,รายได้แรงงานต่างด้าว,รายได้ค่ารักษาแรงงานต่างด้าว - เบิกจากส่วนกลาง IP,1.0,Yes
4301020106.515,P09,รายได้แรงงานต่างด้าว,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตามหลักเกณฑ์ฯ เงินประกันสุขภาพคนต่างด้าว/แรงงานต่างด้าว OP,1.0,Yes
4301020106.516,P09,รายได้แรงงานต่างด้าว,รายได้ค่าตรวจสุขภาพแรงงานต่างด้าว,1.0,Yes
4301020106.517,P09,รายได้แรงงานต่างด้าว,รายได้ค่าบริหารจัดการแรงงานต่างด้าว,1.0,Yes
4301020106.518,P09,รายได้แรงงานต่างด้าว,รายได้แรงงานต่างด้าว- ค่าบริการทางการแพทย์(P&P),1.0,Yes
4301020106.519,P09,รายได้แรงงานต่างด้าว,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตามหลักเกณฑ์ฯ เงินประกันสุขภาพคนต่างด้าว/แรงงานต่างด้าว OP,1.0,Yes
4301020106.701,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่ารักษาบุคคลที่มีปัญหาสถานะและสิทธิ OP นอก CUP,1.0,Yes
4301020106.703,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่ารักษาบุคคลที่มีปัญหาสถานะและสิทธิ  - เบิกจากส่วนกลาง OP,1.0,Yes
4301020106.704,P10,รายได้ค่ารักษาและบริการอื่น ๆ,ส่วนต่างค่ารักษาพยาบาลที่สูงกว่าข้อตกลงในการจ่ายตามหลักเกณฑ์ฯ - บุคคลที่มีปัญหาสถานะและสิทธิ OP,1.0,Yes
4301020106.705,P10,รายได้ค่ารักษาและบริการอื่น ๆ,ส่วนต่างค่ารักษาที่สูงกว่าข้อตกลงในการจ่ายตาม DRG บุคคลที่มีปัญหาสถานะและสิทธิ,1.0,Yes
4301020106.706,P10,รายได้ค่ารักษาและบริการอื่น ๆ,ส่วนต่างค่ารักษาที่ต่ำกว่าข้อตกลงในการจ่ายตาม DRG บุคคลที่มีปัญหาสถานะและสิทธิ,1.0,Yes
4301020106.709,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่ารักษา-บุคคลที่มีปัญหาสถานะและสิทธิ OP ใน CUP,1.0,Yes
4301020106.710,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่ารักษาบุคคลที่มีปัญหาสถานะและสิทธิ  - เบิกจากส่วนกลาง IP,1.0,Yes
4301020106.711,P10,รายได้ค่ารักษาและบริการอื่น ๆ,ส่วนต่างค่ารักษาที่สูงกว่าเหมาจ่ายรายหัว-เงินอุดหนุนบุคคลที่มีปัญหาและสถานะและสิทธิ OP ใน CUP,1.0,Yes
4301020106.712,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้เงินอุดหนุนเหมาจ่ายรายหัวสำหรับบุคคลที่มีปัญหาสถานะและสิทธิ,1.0,Yes
4301020108.101,P12,รายได้อื่น,รายได้เงินนอกงบประมาณ,1.0,Yes
4301030102.101,P12,รายได้อื่น,รายได้ค่าเช่าอสังหาริมทรัพย์,1.0,Yes
4301030104.101,P12,รายได้อื่น,รายได้ค่าเช่าอื่น,1.0,Yes
4302010101.101,P12,รายได้อื่น,รายได้จากการอุดหนุน-หน่วยงานภาครัฐ,1.0,Yes
4302010106.101,P12,รายได้อื่น,รายได้จากการช่วยเหลือเพื่อการดำเนินงานจาก อปท.,1.0,Yes
4302010199.101,P12,รายได้อื่น,รายได้จากการช่วยเหลือเพื่อ           การดำเนินงานอื่น,1.0,Yes
4302020107.101,P13,รายได้งบลงทุน,รายได้จากการช่วยเหลือเพื่อการลงทุนจากอปท.,1.0,Yes
4302020199.101,P13,รายได้งบลงทุน,รายได้จากการช่วยเหลือเพื่อการลงทุนอื่น,1.0,Yes
4302030101.101,P12,รายได้อื่น,รายได้จากการรับบริจาค-เงินสดและรายการเทียบเท่าเงินสด,1.0,Yes
4302030101.102,P12,รายได้อื่น,รายได้จากการรับบริจาค-สินทรัพย์อื่น,1.0,Yes
4302040101.101,P121,รายได้อื่น (ระบบบัญชีบันทึกอัตโนมัติ),พักรับเงินงบอุดหนุน,1.0,Yes
4303010101.101,P12,รายได้อื่น,รายได้ดอกเบี้ยจากสถาบันการเงิน,1.0,Yes
4306010104.101,P12,รายได้อื่น,รายรับจากการขายอาคารและสิ่งปลูกสร้าง,1.0,Yes
4306010110.101,P12,รายได้อื่น,รายรับจากการขายครุภัณฑ์,1.0,Yes
4306010110.102,P12,รายได้อื่น,รายรับจากการขายวัสดุที่ใช้แล้ว,1.0,Yes
4307010103.201,P11,รายได้งบประมาณส่วนบุคลากร,บัญชีรายได้ระหว่างหน่วยงาน - หน่วยงานรับเงินงบบุคลากรจากรัฐบาล,1.0,Yes
4307010104.101,P13,รายได้งบลงทุน,บัญชีรายได้ระหว่างหน่วยงาน - หน่วยงานรับเงินงบลงทุนจากรัฐบาล,1.0,Yes
4307010105.101,P12,รายได้อื่น,บัญชีรายได้ระหว่างหน่วยงาน - หน่วยงานรับเงินงบดำเนินงานจากรัฐบาล,1.0,Yes
4307010106.101,P12,รายได้อื่น,บัญชีรายได้ระหว่างหน่วยงาน - หน่วยงานรับเงินงบอุดหนุนจากรัฐบาล,1.0,Yes
4307010107.101,P12,รายได้อื่น,บัญชีรายได้ระหว่างหน่วยงาน - หน่วยงานรับเงินงบรายจ่ายอื่นจากรัฐบาล,1.0,Yes
4307010108.101,P12,รายได้อื่น,บัญชีรายได้ระหว่างหน่วยงาน - หน่วยงานรับเงินงบกลางจากรัฐบาล,1.0,Yes
4307010110.101,P12,รายได้อื่น,บัญชีรายได้ระหว่างหน่วยงาน - หน่วยงานรับเงินกู้จากรัฐบาล,1.0,Yes
4307010112.101,P121,รายได้อื่น (ระบบบัญชีบันทึกอัตโนมัติ),บัญชีรายได้ระหว่างหน่วยงาน-กรมบัญชี กลางรับเงินเบิกเกินส่งคืนจากหน่วยงาน,1.0,Yes
4308010101.101,P121,รายได้อื่น (ระบบบัญชีบันทึกอัตโนมัติ),รายได้ระหว่างหน่วยงาน-หน่วยงานรับเงินนอกงบประมาณจากกรมบัญชีกลาง,1.0,Yes
4308010105.101,P121,รายได้อื่น (ระบบบัญชีบันทึกอัตโนมัติ),รายได้ระหว่างหน่วยงาน-ปรับเงินฝากคลัง,1.0,Yes
4308010106.101,P121,รายได้อื่น (ระบบบัญชีบันทึกอัตโนมัติ),รายได้ระหว่างหน่วยงาน-หน่วยงานรับเงินจากหน่วยงานอื่น,1.0,Yes
4308010111.101,P121,รายได้อื่น (ระบบบัญชีบันทึกอัตโนมัติ),รายได้ระหว่างหน่วยงาน - หน่วยงานรับเงินถอนคืนรายได้จากรัฐบาล,1.0,Yes
4308010117.101,P121,รายได้อื่น (ระบบบัญชีบันทึกอัตโนมัติ),รายได้ระหว่างหน่วยงาน -เงินทดรองราชการ,1.0,Yes
4308010118.101,P121,รายได้อื่น (ระบบบัญชีบันทึกอัตโนมัติ),รายได้ระหว่างกัน-ภายในกรมเดียวกัน,1.0,Yes
4308010121.101,P12,รายได้อื่น,รายได้ระหว่างกัน-ภายในกรมเดียวกัน (Manual),1.0,Yes
4313010101.101,P12,รายได้อื่น,หนี้สูญได้รับคืน,1.0,Yes
4313010103.101,P12,รายได้อื่น,รายได้ค่าปรับ,1.0,Yes
4313010199.101,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่าวัสดุ/อุปกรณ์/น้ำยา-หน่วยงานภาครัฐ,1.0,Yes
4313010199.102,P10,รายได้ค่ารักษาและบริการอื่น ๆ,รายได้ค่าวัสดุ/อุปกรณ์/น้ำยา-บุคคลภายนอก,1.0,Yes
4313010199.105,P12,รายได้อื่น,รายได้ค่าใบรับรองแพทย์,1.0,Yes
4313010199.108,P12,รายได้อื่น,รายได้จากเงินโครงการผลิตแพทย์,1.0,Yes
4313010199.109,P12,รายได้อื่น,รายได้จากโครงการผลิตบุคลากรทางการแพทย์,1.0,Yes
4313010199.110,P12,รายได้อื่น,รายได้ลักษณะอื่น,1.0,Yes
4313010199.113,P12,รายได้อื่น,รายได้ค่าธรรมเนียม,1.0,Yes
4313010199.114,P12,รายได้อื่น,รายได้อื่น-สินค้ารับโอนจาก สสจ./     รพศ./รพท./รพช./รพ.สต.,1.0,Yes
4313010199.115,P12,รายได้อื่น,รายได้อื่น-วัสดุรับโอนจาก สสจ./รพศ./รพท./รพช./รพ.สต.,1.0,Yes
4313010199.116,P12,รายได้อื่น,รายได้อื่น-ครุภัณฑ์ ที่ดินและสิ่งก่อสร้างรับโอนจาก สสจ./รพศ./รพท./รพช./  รพ.สต.,1.0,Yes
4313010199.117,P12,รายได้อื่น,รายได้อื่น-เงินนอกงบประมาณรับโอนจาก สสจ./รพศ./รพท./รพช./รพ.สต.,1.0,Yes
4313010199.118,P13,รายได้งบลงทุน,รายได้อื่น-เงินงบประมาณงบลงทุน รับโอนจาก สสจ./รพศ./รพท./รพช./     รพ.สต.,1.0,Yes
4313010199.119,P12,รายได้อื่น,รายได้อื่น-เงินงบประมาณงบดำเนินงานรับโอนจาก สสจ./รพศ./รพท./รพช. / รพ.สต.,1.0,Yes
4313010199.120,P12,รายได้อื่น,รายได้อื่น-เงินงบประมาณงบอุดหนุนรับโอนจาก สสจ./รพศ. /รพท./รพช. /   รพ.สต,1.0,Yes
4313010199.121,P12,รายได้อื่น,รายได้อื่น-เงินงบประมาณงบรายจ่ายอื่นรับโอนจาก สสจ./รพศ. /รพท./รพช./รพ.สต.,1.0,Yes
4313010199.122,P12,รายได้อื่น,รายได้อื่น-เงินงบประมาณงบกลางรับโอนจาก สสจ./รพศ. /รพท./รพช. /   รพ.สต.,1.0,Yes
4313010199.123,P12,รายได้อื่น,รายได้อื่น - เงินงบประมาณงบเงินกู้จากรัฐบาลรับโอนจาก สสจ./รพศ./รพช./รพ.สต.,1.0,Yes
4313010199.202,P12,รายได้อื่น,รายได้ค่าธรรมเนียม UC,1.0,Yes
5101010101.101,P17,เงินเดือนและค่าจ้างประจำ,เงินเดือนข้าราชการ(บริการ),1.0,Yes
5101010101.102,P17,เงินเดือนและค่าจ้างประจำ,เงินเดือนข้าราชการ(สนับสนุน),1.0,Yes
5101010103.101,P17,เงินเดือนและค่าจ้างประจำ,เงินประจำตำแหน่งระดับสูง/ระดับกลาง(สนับสนุน),1.0,Yes
5101010103.102,P17,เงินเดือนและค่าจ้างประจำ,เงินประจำตำแหน่งวิชาชีพเฉพาะ(บริการ),1.0,Yes
5101010103.103,P17,เงินเดือนและค่าจ้างประจำ,เงินประจำตำแหน่งผู้เชี่ยวชาญ (บริการ),1.0,Yes
5101010108.101,P19,ค่าตอบแทน,ค่าล่วงเวลา(สนับสนุน),1.0,Yes
5101010109.101,P20,ค่าใช้จ่ายบุคลากรอื่น,เงินตอบแทนพิเศษของข้าราชการผู้ได้รับเงินเดือนถึงขั้นสูงสุดของอันดับ(บริการ),1.0,Yes
5101010109.102,P20,ค่าใช้จ่ายบุคลากรอื่น,เงินตอบแทนพิเศษของข้าราชการผู้ได้รับเงินเดือนถึงขั้นสูงสุดของอันดับ(สนับสนุน),1.0,Yes
5101010109.103,P20,ค่าใช้จ่ายบุคลากรอื่น,เงินตอบแทนพิเศษของลูกจ้างประจำผู้ได้รับค่าจ้างถึงขั้นสูงสุดของตำแหน่ง(บริการ),1.0,Yes
5101010109.104,P20,ค่าใช้จ่ายบุคลากรอื่น,เงินตอบแทนพิเศษของลูกจ้างประจำผู้ได้รับค่าจ้างถึงขั้นสูงสุดของตำแหน่ง(สนับสนุน),1.0,Yes
5101010113.101,P17,เงินเดือนและค่าจ้างประจำ,ค่าจ้างประจำ(บริการ),1.0,Yes
