CodeL1,PCode,PlanName,Account1,Rate,UseYN
5107030101.101,P251,ค่าใช้จ่ายอื่น (ระบบบัญชีบันทึกอัตโนมัติ),บัญชีพักเบิกเงินอุดหนุน,1.0,Yes
5108010101.102,P241,หนี้สูญและสงสัยจะสูญ,หนี้สูญ-ลูกหนี้ค่าสิ่งส่งตรวจ-หน่วยงานภาครัฐ,1.0,Yes
5108010101.104,P241,หนี้สูญและสงสัยจะสูญ,หนี้สูญ-ลูกหนี้ค่าวัสดุ/อุปกรณ์/น้ำยา-หน่วยงานภาครัฐ,1.0,Yes
5108010101.105,P241,หนี้สูญและสงสัยจะสูญ,หนี้สูญ-ลูกหนี้ค่าสินค้า-หน่วยงานภาครัฐ,1.0,Yes
5108010101.114,P241,หนี้สูญและสงสัยจะสูญ,หนี้สูญ-ลูกหนี้ค่ารักษา-ชำระเงิน OP,1.0,Yes
5108010101.115,P241,หนี้สูญและสงสัยจะสูญ,หนี้สูญ-ลูกหนี้ค่ารักษา-ชำระเงิน IP,1.0,Yes
5108010101.203,P241,หนี้สูญและสงสัยจะสูญ,หนี้สูญ-ลูกหนี้ค่ารักษา UC -OP นอก CUP (ในจังหวัด),1.0,Yes
5108010101.205,P241,หนี้สูญและสงสัยจะสูญ,หนี้สูญ-ลูกหนี้ค่ารักษา UC -OP นอก CUP (ต่างจังหวัด),1.0,Yes
5108010107.102,P241,หนี้สูญและสงสัยจะสูญ,หนี้สงสัยจะสูญ-ลูกหนี้ค่าสิ่งส่งตรวจ -หน่วยงานภาครัฐ,1.0,Yes
5108010107.104,P241,หนี้สูญและสงสัยจะสูญ,หนี้สงสัยจะสูญ-ลูกหนี้ค่าวัสดุ/อุปกรณ์/น้ำยา-หน่วยงานภาครัฐ,1.0,Yes
5108010107.105,P241,หนี้สูญและสงสัยจะสูญ,หนี้สงสัยจะสูญ-ลูกหนี้ค่าสินค้า-หน่วยงานภาครัฐ,1.0,Yes
5108010107.114,P241,หนี้สูญและสงสัยจะสูญ,หนี้สงสัยจะสูญ-ลูกหนี้ค่ารักษา-ชำระเงิน OP,1.0,Yes
5108010107.115,P241,หนี้สูญและสงสัยจะสูญ,หนี้สงสัยจะสูญ-ลูกหนี้ค่ารักษา-ชำระเงิน IP,1.0,Yes
5108010107.203,P241,หนี้สูญและสงสัยจะสูญ,หนี้สงสัยจะสูญ-ลูกหนี้ค่ารักษา UC-OP นอก CUP (ในจังหวัด),1.0,Yes
5108010107.205,P241,หนี้สูญและสงสัยจะสูญ,หนี้สงสัยจะสูญ-ลูกหนี้ค่ารักษา UC-OP นอก CUP (ต่างจังหวัด),1.0,Yes
5112010103.101,P25,ค่าใช้จ่ายอื่น,ค่าสวัสดิการสังคม-อื่น,1.0,Yes
5203010105.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-อาคารเพื่อการพักอาศัย,1.0,Yes
5203010106.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-อาคารสำนักงาน,1.0,Yes
5203010107.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-อาคารเพื่อประโยชน์อื่น,1.0,Yes
5203010109.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-สิ่งปลูกสร้าง,1.0,Yes
5203010110.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-อาคารและสิ่งปลูกสร้าง - Interface,1.0,Yes
5203010111.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-ครุภัณฑ์สำนักงาน,1.0,Yes
5203010112.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-ยานพาหนะและอุปกรณ์การขนส่ง,1.0,Yes
5203010113.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-ครุภัณฑ์ไฟฟ้าและวิทยุ,1.0,Yes
5203010114.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-ครุภัณฑ์โฆษณาและเผยแพร่,1.0,Yes
5203010115.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-ครุภัณฑ์การเกษตร,1.0,Yes
5203010117.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-ครุภัณฑ์ก่อสร้าง,1.0,Yes
5203010119.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-ครุภัณฑ์วิทยาศาสตร์และการแพทย์,1.0,Yes
5203010120.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-อุปกรณ์คอมพิวเตอร์,1.0,Yes
5203010122.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-ครุภัณฑ์งานบ้านงานครัว,1.0,Yes
5203010126.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-อุปกรณ์อื่น ๆ,1.0,Yes
5203010141.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย - ครุภัณฑ์ Interface,1.0,Yes
5203010142.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย - สินทรัพย์ไม่มีตัวตน Interface,1.0,Yes
5203010145.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-อาคารและสิ่งปลูกสร้างไม่ระบุรายละเอียด,1.0,Yes
5203010146.101,P25,ค่าใช้จ่ายอื่น,ค่าจำหน่าย-ครุภัณฑ์ไม่ระบุรายละเอียด,1.0,Yes
5205010101.101,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายเงินช่วยเหลือผู้ประสบภัย,1.0,Yes
5209010112.101,P251,ค่าใช้จ่ายอื่น (ระบบบัญชีบันทึกอัตโนมัติ),ค่าใช้จ่ายระหว่างหน่วยงาน-หน่วยงานส่งเงินเบิกเกินส่งคืนให้กรมบัญชีกลาง,1.0,Yes
5210010101.101,P251,ค่าใช้จ่ายอื่น (ระบบบัญชีบันทึกอัตโนมัติ),ค่าใช้จ่ายระหว่างหน่วยงาน - กรมบัญชีกลางโอนเงินนอกงบประมาณให้หน่วยงาน,1.0,Yes
5210010102.101,P251,ค่าใช้จ่ายอื่น (ระบบบัญชีบันทึกอัตโนมัติ),ค่าใช้จ่ายระหว่างหน่วยงาน -  หน่วยงานโอนเงินนอกงบประมาณให้กรมบัญชีกลาง,1.0,Yes
5210010103.101,P251,ค่าใช้จ่ายอื่น (ระบบบัญชีบันทึกอัตโนมัติ),ค่าใช้จ่ายระหว่างหน่วยงาน - หน่วยงานโอนเงินรายได้แผ่นดินให้กรมบัญชีกลาง,1.0,Yes
5210010105.101,P251,ค่าใช้จ่ายอื่น (ระบบบัญชีบันทึกอัตโนมัติ),ค่าใช้จ่ายระหว่างหน่วยงาน  - ปรับเงินฝากคลัง,1.0,Yes
5210010112.101,P251,ค่าใช้จ่ายอื่น (ระบบบัญชีบันทึกอัตโนมัติ),ค่าใช้จ่ายระหว่างหน่วยงาน - รายได้แผ่นดินรอนำส่งคลัง,1.0,Yes
5210010118.101,P251,ค่าใช้จ่ายอื่น (ระบบบัญชีบันทึกอัตโนมัติ),ค่าใช้จ่ายระหว่างกัน-ภายในกรมเดียวกัน,1.0,Yes
5210010121.101,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายระหว่างกัน-ภายในกรมเดียวกัน (Manual),1.0,Yes
5211010101.101,P25,ค่าใช้จ่ายอื่น,โอนสินทรัพย์ให้หน่วยงานของรัฐ,1.0,Yes
5211010102.101,P25,ค่าใช้จ่ายอื่น,โอนสินทรัพย์ให้หน่วยงานของรัฐ,1.0,Yes
5212010199.101,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายโครงการผลิตแพทย์,1.0,Yes
5212010199.102,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายโครงการผลิตบุคลากรทาง   การแพทย์,1.0,Yes
5212010199.104,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายที่ดิน,1.0,Yes
5212010199.105,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายลักษณะอื่น,1.0,Yes
5212010199.106,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น-สินค้าโอนไป สสจ./รพศ./รพท./รพช./รพ.สต.,1.0,Yes
5212010199.107,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น-วัสดุโอนไป สสจ./ รพศ./รพท./รพช./รพ.สต.,1.0,Yes
5212010199.108,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น-ครุภัณฑ์ ที่ดิน และสิ่งก่อสร้าง โอนไป  สสจ./รพศ./รพท./รพช./รพ.สต.,1.0,Yes
5212010199.109,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น-เงินงบประมาณงบลงทุนโอนไปสสจ./รพศ./รพท./รพช./รพ.สต.,1.0,Yes
5212010199.110,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น-เงินงบประมาณงบดำเนินงานโอนไป สสจ./รพศ./รพท./รพช./รพ.สต.,1.0,Yes
5212010199.111,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น-เงินงบประมาณงบอุดหนุนโอนไป สสจ./รพศ./รพท./รพช./รพ.สต.,1.0,Yes
5212010199.112,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น-เงินงบประมาณงบรายจ่ายอื่นโอนไป  สสจ./รพศ./รพท./รพช./รพ.สต.,1.0,Yes
5212010199.113,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น-เงินงบประมาณงบกลางโอนไป สสจ./รพศ. /รพท./รพช./ รพ.สต.,1.0,Yes
5212010199.114,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น-เงินนอกงบประมาณโอนไป สสจ./รพศ./รพท./รพช./รพ.สต.,1.0,Yes
5401010101.101,P25,ค่าใช้จ่ายอื่น,ค่าใช้จ่ายรายการพิเศษนอกเหนือการดำเนินงานปกติ,1.0,Yes
